Tipo de jornada;Grupo de edad;Decil;Periodo;Total
Jornada a tiempo parcial;De 45 a 54 años;2;2014;791,01
Jornada a tiempo parcial;De 45 a 54 años;2;2013;770,66
Jornada a tiempo parcial;De 45 a 54 años;2;2012;783,37
Jornada a tiempo parcial;De 45 a 54 años;2;2011;833,31
Jornada a tiempo parcial;De 45 a 54 años;2;2010;845,1
Jornada a tiempo parcial;De 45 a 54 años;2;2009;828,8
Jornada a tiempo parcial;De 45 a 54 años;2;2008;840,29
Jornada a tiempo parcial;De 45 a 54 años;2;2007;817,44
Jornada a tiempo parcial;De 45 a 54 años;2;2006;768,91
Jornada a tiempo parcial;De 45 a 54 años;3;2023;1.435,07
Jornada a tiempo parcial;De 45 a 54 años;3;2022;1.326,3
Jornada a tiempo parcial;De 45 a 54 años;3;2021;1.256,57
Jornada a tiempo parcial;De 45 a 54 años;3;2020;1.224,63
Jornada a tiempo parcial;De 45 a 54 años;3;2019;1.210,46
Jornada a tiempo parcial;De 45 a 54 años;3;2018;1.148,49
Jornada a tiempo parcial;De 45 a 54 años;3;2017;1.099
Jornada a tiempo parcial;De 45 a 54 años;3;2016;1.102,21
Jornada a tiempo parcial;De 45 a 54 años;3;2015;1.082,24
Jornada a tiempo parcial;De 45 a 54 años;3;2014;1.071,12
Jornada a tiempo parcial;De 45 a 54 años;3;2013;1.073,38
Jornada a tiempo parcial;De 45 a 54 años;3;2012;1.110,7
Jornada a tiempo parcial;De 45 a 54 años;3;2011;1.131,34
Jornada a tiempo parcial;De 45 a 54 años;3;2010;1.135,69
Jornada a tiempo parcial;De 45 a 54 años;3;2009;1.119,4
Jornada a tiempo parcial;De 45 a 54 años;3;2008;1.112,58
Jornada a tiempo parcial;De 45 a 54 años;3;2007;1.028,76
Jornada a tiempo parcial;De 45 a 54 años;3;2006;985,01
Jornada a tiempo parcial;De 45 a 54 años;4;2023;1.630,41
Jornada a tiempo parcial;De 45 a 54 años;4;2022;1.512,37
Jornada a tiempo parcial;De 45 a 54 años;4;2021;1.432,89
Jornada a tiempo parcial;De 45 a 54 años;4;2020;1.422,25
Jornada a tiempo parcial;De 45 a 54 años;4;2019;1.429,95
Jornada a tiempo parcial;De 45 a 54 años;4;2018;1.339,35
Jornada a tiempo parcial;De 45 a 54 años;4;2017;1.326,09
Jornada a tiempo parcial;De 45 a 54 años;4;2016;1.329,56
Jornada a tiempo parcial;De 45 a 54 años;4;2015;1.295,95
Jornada a tiempo parcial;De 45 a 54 años;4;2014;1.299,89
Jornada a tiempo parcial;De 45 a 54 años;4;2013;1.329,91
Jornada a tiempo parcial;De 45 a 54 años;4;2012;1.315,38
Jornada a tiempo parcial;De 45 a 54 años;4;2011;1.287,13
Jornada a tiempo parcial;De 45 a 54 años;4;2010;1.284,58
Jornada a tiempo parcial;De 45 a 54 años;4;2009;1.259,76
Jornada a tiempo parcial;De 45 a 54 años;4;2008;1.276,75
Jornada a tiempo parcial;De 45 a 54 años;4;2007;1.211,19
Jornada a tiempo parcial;De 45 a 54 años;4;2006;1.128,44
Jornada a tiempo parcial;De 45 a 54 años;5;2023;1.818,04
Jornada a tiempo parcial;De 45 a 54 años;5;2022;1.715,4
Jornada a tiempo parcial;De 45 a 54 años;5;2021;1.636,06
Jornada a tiempo parcial;De 45 a 54 años;5;2020;1.621,05
Jornada a tiempo parcial;De 45 a 54 años;5;2019;1.596,43
Jornada a tiempo parcial;De 45 a 54 años;5;2018;1.577,19
Jornada a tiempo parcial;De 45 a 54 años;5;2017;1.496,67
Jornada a tiempo parcial;De 45 a 54 años;5;2016;1.515,2
Jornada a tiempo parcial;De 45 a 54 años;5;2015;1.499,12
Jornada a tiempo parcial;De 45 a 54 años;5;2014;1.511,29
Jornada a tiempo parcial;De 45 a 54 años;5;2013;1.448,36
Jornada a tiempo parcial;De 45 a 54 años;5;2012;1.467,21
Jornada a tiempo parcial;De 45 a 54 años;5;2011;1.514,86
Jornada a tiempo parcial;De 45 a 54 años;5;2010;1.470,56
Jornada a tiempo parcial;De 45 a 54 años;5;2009;1.428,92
Jornada a tiempo parcial;De 45 a 54 años;5;2008;1.470,88
Jornada a tiempo parcial;De 45 a 54 años;5;2007;1.330,86
Jornada a tiempo parcial;De 45 a 54 años;5;2006;1.224,05
Jornada a tiempo parcial;De 45 a 54 años;6;2023;2.023,95
Jornada a tiempo parcial;De 45 a 54 años;6;2022;1.877,25
Jornada a tiempo parcial;De 45 a 54 años;6;2021;1.860,62
Jornada a tiempo parcial;De 45 a 54 años;6;2020;1.832,67
Jornada a tiempo parcial;De 45 a 54 años;6;2019;1.800,37
Jornada a tiempo parcial;De 45 a 54 años;6;2018;1.780,88
Jornada a tiempo parcial;De 45 a 54 años;6;2017;1.677,35
Jornada a tiempo parcial;De 45 a 54 años;6;2016;1.728,86
Jornada a tiempo parcial;De 45 a 54 años;6;2015;1.682,73
Jornada a tiempo parcial;De 45 a 54 años;6;2014;1.700,09
Jornada a tiempo parcial;De 45 a 54 años;6;2013;1.685,11
Jornada a tiempo parcial;De 45 a 54 años;6;2012;1.632,07
Jornada a tiempo parcial;De 45 a 54 años;6;2011;1.704,49
Jornada a tiempo parcial;De 45 a 54 años;6;2010;1.675,34
Jornada a tiempo parcial;De 45 a 54 años;6;2009;1.625,34
Jornada a tiempo parcial;De 45 a 54 años;6;2008;1.527,3
Jornada a tiempo parcial;De 45 a 54 años;6;2007;1.499,19
Jornada a tiempo parcial;De 45 a 54 años;6;2006;1.467,69
Jornada a tiempo parcial;De 45 a 54 años;7;2023;2.372,83
Jornada a tiempo parcial;De 45 a 54 años;7;2022;2.166,83
Jornada a tiempo parcial;De 45 a 54 años;7;2021;2.143,74
Jornada a tiempo parcial;De 45 a 54 años;7;2020;2.137,76
Jornada a tiempo parcial;De 45 a 54 años;7;2019;2.050,89
Jornada a tiempo parcial;De 45 a 54 años;7;2018;2.080,16
Jornada a tiempo parcial;De 45 a 54 años;7;2017;1.955,14
Jornada a tiempo parcial;De 45 a 54 años;7;2016;1.921,51
Jornada a tiempo parcial;De 45 a 54 años;7;2015;1.928,84
Jornada a tiempo parcial;De 45 a 54 años;7;2014;2.014,11
Jornada a tiempo parcial;De 45 a 54 años;7;2013;1.915,1
Jornada a tiempo parcial;De 45 a 54 años;7;2012;1.913,17
Jornada a tiempo parcial;De 45 a 54 años;7;2011;1.878,97
Jornada a tiempo parcial;De 45 a 54 años;7;2010;1.898,74
Jornada a tiempo parcial;De 45 a 54 años;7;2009;1.807,81
Jornada a tiempo parcial;De 45 a 54 años;7;2008;1.873,4
Jornada a tiempo parcial;De 45 a 54 años;7;2007;1.710,03
Jornada a tiempo parcial;De 45 a 54 años;7;2006;1.630,49
Jornada a tiempo parcial;De 45 a 54 años;8;2023;2.806,41
Jornada a tiempo parcial;De 45 a 54 años;8;2022;2.522,79
Jornada a tiempo parcial;De 45 a 54 años;8;2021;2.497,83
Jornada a tiempo parcial;De 45 a 54 años;8;2020;2.594,25
Jornada a tiempo parcial;De 45 a 54 años;8;2019;2.502,53
Jornada a tiempo parcial;De 45 a 54 años;8;2018;2.397,91
Jornada a tiempo parcial;De 45 a 54 años;8;2017;2.333,48
Jornada a tiempo parcial;De 45 a 54 años;8;2016;2.357,61
Jornada a tiempo parcial;De 45 a 54 años;8;2015;2.356,69
Jornada a tiempo parcial;De 45 a 54 años;8;2014;2.350,19
Jornada a tiempo parcial;De 45 a 54 años;8;2013;2.349,58
Jornada a tiempo parcial;De 45 a 54 años;8;2012;2.219,51
Jornada a tiempo parcial;De 45 a 54 años;8;2011;2.363,41
Jornada a tiempo parcial;De 45 a 54 años;8;2010;2.325,45
Jornada a tiempo parcial;De 45 a 54 años;8;2009;2.237,63
Jornada a tiempo parcial;De 45 a 54 años;8;2008;2.198,98
Jornada a tiempo parcial;De 45 a 54 años;8;2007;2.044,21
Jornada a tiempo parcial;De 45 a 54 años;8;2006;2.033,39
Jornada a tiempo parcial;De 45 a 54 años;9;2023;3.148,33
Jornada a tiempo parcial;De 45 a 54 años;9;2022;3.136,23
Jornada a tiempo parcial;De 45 a 54 años;9;2021;2.913,53
Jornada a tiempo parcial;De 45 a 54 años;9;2020;3.161,35
Jornada a tiempo parcial;De 45 a 54 años;9;2019;2.832,97
Jornada a tiempo parcial;De 45 a 54 años;9;2018;2.759,93
Jornada a tiempo parcial;De 45 a 54 años;9;2017;2.865,42
Jornada a tiempo parcial;De 45 a 54 años;9;2016;2.707,39
Jornada a tiempo parcial;De 45 a 54 años;9;2015;2.760,53
Jornada a tiempo parcial;De 45 a 54 años;9;2014;2.996,51
Jornada a tiempo parcial;De 45 a 54 años;9;2013;2.723,92
Jornada a tiempo parcial;De 45 a 54 años;9;2012;2.651,53
Jornada a tiempo parcial;De 45 a 54 años;9;2011;2.527,71
Jornada a tiempo parcial;De 45 a 54 años;9;2010;2.716,98
Jornada a tiempo parcial;De 45 a 54 años;9;2009;2.546,05
Jornada a tiempo parcial;De 45 a 54 años;9;2008;2.769,18
Jornada a tiempo parcial;De 45 a 54 años;9;2007;2.481,7
Jornada a tiempo parcial;De 45 a 54 años;9;2006;2.473,42
Jornada a tiempo parcial;De 45 a 54 años;10;2023;..
Jornada a tiempo parcial;De 45 a 54 años;10;2022;..
Jornada a tiempo parcial;De 45 a 54 años;10;2021;..
Jornada a tiempo parcial;De 45 a 54 años;10;2020;..
Jornada a tiempo parcial;De 45 a 54 años;10;2019;..
Jornada a tiempo parcial;De 45 a 54 años;10;2018;..
Jornada a tiempo parcial;De 45 a 54 años;10;2017;..
Jornada a tiempo parcial;De 45 a 54 años;10;2016;..
Jornada a tiempo parcial;De 45 a 54 años;10;2015;..
Jornada a tiempo parcial;De 45 a 54 años;10;2014;..
Jornada a tiempo parcial;De 45 a 54 años;10;2013;..
Jornada a tiempo parcial;De 45 a 54 años;10;2012;..
Jornada a tiempo parcial;De 45 a 54 años;10;2011;..
Jornada a tiempo parcial;De 45 a 54 años;10;2010;..
Jornada a tiempo parcial;De 45 a 54 años;10;2009;..
Jornada a tiempo parcial;De 45 a 54 años;10;2008;..
Jornada a tiempo parcial;De 45 a 54 años;10;2007;..
Jornada a tiempo parcial;De 45 a 54 años;10;2006;..
Jornada a tiempo parcial;55 y más años;Total decil;2023;850,05
Jornada a tiempo parcial;55 y más años;Total decil;2022;855,68
Jornada a tiempo parcial;55 y más años;Total decil;2021;746,63
Jornada a tiempo parcial;55 y más años;Total decil;2020;794,98
Jornada a tiempo parcial;55 y más años;Total decil;2019;774,04
Jornada a tiempo parcial;55 y más años;Total decil;2018;697,77
Jornada a tiempo parcial;55 y más años;Total decil;2017;677,58
Jornada a tiempo parcial;55 y más años;Total decil;2016;690,6
Jornada a tiempo parcial;55 y más años;Total decil;2015;638,91
Jornada a tiempo parcial;55 y más años;Total decil;2014;671,25
Jornada a tiempo parcial;55 y más años;Total decil;2013;661,9
Jornada a tiempo parcial;55 y más años;Total decil;2012;632,54
Jornada a tiempo parcial;55 y más años;Total decil;2011;641,52
Jornada a tiempo parcial;55 y más años;Total decil;2010;649,67
Jornada a tiempo parcial;55 y más años;Total decil;2009;683,9
Jornada a tiempo parcial;55 y más años;Total decil;2008;673,16
Jornada a tiempo parcial;55 y más años;Total decil;2007;602,68
Jornada a tiempo parcial;55 y más años;Total decil;2006;601,8
Jornada a tiempo parcial;55 y más años;1;2023;592,86
Jornada a tiempo parcial;55 y más años;1;2022;565,98
Jornada a tiempo parcial;55 y más años;1;2021;502,84
Jornada a tiempo parcial;55 y más años;1;2020;485,02
Jornada a tiempo parcial;55 y más años;1;2019;491,21
Jornada a tiempo parcial;55 y más años;1;2018;452,69
Jornada a tiempo parcial;55 y más años;1;2017;428,8
Jornada a tiempo parcial;55 y más años;1;2016;419,23
Jornada a tiempo parcial;55 y más años;1;2015;383,33
Jornada a tiempo parcial;55 y más años;1;2014;378,96
Jornada a tiempo parcial;55 y más años;1;2013;384,76
Jornada a tiempo parcial;55 y más años;1;2012;390,11
Jornada a tiempo parcial;55 y más años;1;2011;409,14
Jornada a tiempo parcial;55 y más años;1;2010;443,34
Jornada a tiempo parcial;55 y más años;1;2009;467,02
Jornada a tiempo parcial;55 y más años;1;2008;448,34
Jornada a tiempo parcial;55 y más años;1;2007;449,37
Jornada a tiempo parcial;55 y más años;1;2006;429,59
Jornada a tiempo parcial;55 y más años;2;2023;1.152,19
Jornada a tiempo parcial;55 y más años;2;2022;1.090,37
Jornada a tiempo parcial;55 y más años;2;2021;971,72
Jornada a tiempo parcial;55 y más años;2;2020;944,06
Jornada a tiempo parcial;55 y más años;2;2019;944,62
Jornada a tiempo parcial;55 y más años;2;2018;874,97
Jornada a tiempo parcial;55 y más años;2;2017;841,31
Jornada a tiempo parcial;55 y más años;2;2016;829,82
Jornada a tiempo parcial;55 y más años;2;2015;797,03
Jornada a tiempo parcial;55 y más años;2;2014;797,31
Jornada a tiempo parcial;55 y más años;2;2013;779
Jornada a tiempo parcial;55 y más años;2;2012;785,33
Jornada a tiempo parcial;55 y más años;2;2011;840,27
Jornada a tiempo parcial;55 y más años;2;2010;840,67
Jornada a tiempo parcial;55 y más años;2;2009;844,29
Jornada a tiempo parcial;55 y más años;2;2008;844,95
Jornada a tiempo parcial;55 y más años;2;2007;807,37
Jornada a tiempo parcial;55 y más años;2;2006;749,86
Jornada a tiempo parcial;55 y más años;3;2023;1.393,69
Jornada a tiempo parcial;55 y más años;3;2022;1.352,37
Jornada a tiempo parcial;55 y más años;3;2021;1.268,89
Jornada a tiempo parcial;55 y más años;3;2020;1.227,41
Jornada a tiempo parcial;55 y más años;3;2019;1.231,55
Jornada a tiempo parcial;55 y más años;3;2018;1.150,29
Jornada a tiempo parcial;55 y más años;3;2017;1.108,06
Jornada a tiempo parcial;55 y más años;3;2016;1.091,4
Jornada a tiempo parcial;55 y más años;3;2015;1.084,2
Jornada a tiempo parcial;55 y más años;3;2014;1.069,76
Jornada a tiempo parcial;55 y más años;3;2013;1.086,25
Jornada a tiempo parcial;55 y más años;3;2012;1.094,52
Jornada a tiempo parcial;55 y más años;3;2011;1.147,23
Jornada a tiempo parcial;55 y más años;3;2010;1.128,63
Jornada a tiempo parcial;55 y más años;3;2009;1.120,12
Jornada a tiempo parcial;55 y más años;3;2008;1.118,11
Jornada a tiempo parcial;55 y más años;3;2007;1.025,71
Jornada a tiempo parcial;55 y más años;3;2006;994,45
Jornada a tiempo parcial;55 y más años;4;2023;1.638,49
Jornada a tiempo parcial;55 y más años;4;2022;1.498,53
Jornada a tiempo parcial;55 y más años;4;2021;1.465,46
Jornada a tiempo parcial;55 y más años;4;2020;1.420,71
Jornada a tiempo parcial;55 y más años;4;2019;1.431,7
Jornada a tiempo parcial;55 y más años;4;2018;1.339,63
Jornada a tiempo parcial;55 y más años;4;2017;1.320,89
Jornada a tiempo parcial;55 y más años;4;2016;1.315
Jornada a tiempo parcial;55 y más años;4;2015;1.325,9
Jornada a tiempo parcial;55 y más años;4;2014;1.320,28
Jornada a tiempo parcial;55 y más años;4;2013;1.322,16
Jornada a tiempo parcial;55 y más años;4;2012;1.299,99
Jornada a tiempo parcial;55 y más años;4;2011;1.273,8
Jornada a tiempo parcial;55 y más años;4;2010;1.317,95
Jornada a tiempo parcial;55 y más años;4;2009;1.269,18
Jornada a tiempo parcial;55 y más años;4;2008;1.238,75
Jornada a tiempo parcial;55 y más años;4;2007;1.228,4
Jornada a tiempo parcial;55 y más años;4;2006;1.174,2
Jornada a tiempo parcial;55 y más años;5;2023;1.855,36
Jornada a tiempo parcial;55 y más años;5;2022;1.718,26
Jornada a tiempo parcial;55 y más años;5;2021;1.651,49
Jornada a tiempo parcial;55 y más años;5;2020;1.611,23
Jornada a tiempo parcial;55 y más años;5;2019;1.589,25
Jornada a tiempo parcial;55 y más años;5;2018;1.539,83
Jornada a tiempo parcial;55 y más años;5;2017;1.485,85
Jornada a tiempo parcial;55 y más años;5;2016;1.494,92
Jornada a tiempo parcial;55 y más años;5;2015;1.492,46
Jornada a tiempo parcial;55 y más años;5;2014;1.489,81
Jornada a tiempo parcial;55 y más años;5;2013;1.527,12
Jornada a tiempo parcial;55 y más años;5;2012;1.490,09
Jornada a tiempo parcial;55 y más años;5;2011;1.536,46
Jornada a tiempo parcial;55 y más años;5;2010;1.493,61
Jornada a tiempo parcial;55 y más años;5;2009;1.394,42
Jornada a tiempo parcial;55 y más años;5;2008;1.412,62
Jornada a tiempo parcial;55 y más años;5;2007;1.371,29
Jornada a tiempo parcial;55 y más años;5;2006;1.295,05
Jornada a tiempo parcial;55 y más años;6;2023;2.044,39
Jornada a tiempo parcial;55 y más años;6;2022;1.964,7
Jornada a tiempo parcial;55 y más años;6;2021;1.828,67
Jornada a tiempo parcial;55 y más años;6;2020;1.814,59
Jornada a tiempo parcial;55 y más años;6;2019;1.785,6
Jornada a tiempo parcial;55 y más años;6;2018;1.758,2
Jornada a tiempo parcial;55 y más años;6;2017;1.664,02
Jornada a tiempo parcial;55 y más años;6;2016;1.718,56
Jornada a tiempo parcial;55 y más años;6;2015;1.672,19
Jornada a tiempo parcial;55 y más años;6;2014;1.660,36
Jornada a tiempo parcial;55 y más años;6;2013;1.618,17
Jornada a tiempo parcial;55 y más años;6;2012;1.766,12
Jornada a tiempo parcial;55 y más años;6;2011;1.707,6
Jornada a tiempo parcial;55 y más años;6;2010;1.725,17
Jornada a tiempo parcial;55 y más años;6;2009;1.610,25
Jornada a tiempo parcial;55 y más años;6;2008;1.612,4
Jornada a tiempo parcial;55 y más años;6;2007;1.506,42
Jornada a tiempo parcial;55 y más años;6;2006;1.416,15
Jornada a tiempo parcial;55 y más años;7;2023;2.398,22
Jornada a tiempo parcial;55 y más años;7;2022;2.122,97
Jornada a tiempo parcial;55 y más años;7;2021;2.134,53
Jornada a tiempo parcial;55 y más años;7;2020;2.082,98
Jornada a tiempo parcial;55 y más años;7;2019;2.089,14
Jornada a tiempo parcial;55 y más años;7;2018;2.117,77
Jornada a tiempo parcial;55 y más años;7;2017;2.026,92
Jornada a tiempo parcial;55 y más años;7;2016;1.945,59
Jornada a tiempo parcial;55 y más años;7;2015;1.937,9
Jornada a tiempo parcial;55 y más años;7;2014;1.886,47
Jornada a tiempo parcial;55 y más años;7;2013;1.941,49
Jornada a tiempo parcial;55 y más años;7;2012;1.892,68
Jornada a tiempo parcial;55 y más años;7;2011;1.833,4
Jornada a tiempo parcial;55 y más años;7;2010;1.936,26
Jornada a tiempo parcial;55 y más años;7;2009;1.888,82
Jornada a tiempo parcial;55 y más años;7;2008;1.793,67
Jornada a tiempo parcial;55 y más años;7;2007;1.668,92
Jornada a tiempo parcial;55 y más años;7;2006;1.668,97
Jornada a tiempo parcial;55 y más años;8;2023;2.932,54
Jornada a tiempo parcial;55 y más años;8;2022;2.650,6
Jornada a tiempo parcial;55 y más años;8;2021;2.696,78
Jornada a tiempo parcial;55 y más años;8;2020;2.558,79
Jornada a tiempo parcial;55 y más años;8;2019;2.604,04
Jornada a tiempo parcial;55 y más años;8;2018;2.447,68
Jornada a tiempo parcial;55 y más años;8;2017;2.266,62
Jornada a tiempo parcial;55 y más años;8;2016;2.381,85
Jornada a tiempo parcial;55 y más años;8;2015;2.484,87
Jornada a tiempo parcial;55 y más años;8;2014;2.349,85
Jornada a tiempo parcial;55 y más años;8;2013;2.392,82
Jornada a tiempo parcial;55 y más años;8;2012;2.335,17
Jornada a tiempo parcial;55 y más años;8;2011;2.098,75
Jornada a tiempo parcial;55 y más años;8;2010;2.178,63
Jornada a tiempo parcial;55 y más años;8;2009;2.152
Jornada a tiempo parcial;55 y más años;8;2008;2.213,89
Jornada a tiempo parcial;55 y más años;8;2007;2.043,01
Jornada a tiempo parcial;55 y más años;8;2006;1.978,26
Jornada a tiempo parcial;55 y más años;9;2023;3.176,88
Jornada a tiempo parcial;55 y más años;9;2022;3.030,51
Jornada a tiempo parcial;55 y más años;9;2021;2.889,58
Jornada a tiempo parcial;55 y más años;9;2020;3.043,46
Jornada a tiempo parcial;55 y más años;9;2019;2.793,35
Jornada a tiempo parcial;55 y más años;9;2018;2.769,32
Jornada a tiempo parcial;55 y más años;9;2017;2.871,41
Jornada a tiempo parcial;55 y más años;9;2016;2.918,69
Jornada a tiempo parcial;55 y más años;9;2015;2.727,78
Jornada a tiempo parcial;55 y más años;9;2014;2.822,56
Jornada a tiempo parcial;55 y más años;9;2013;2.866,62
Jornada a tiempo parcial;55 y más años;9;2012;2.613,28
Jornada a tiempo parcial;55 y más años;9;2011;2.523,19
Jornada a tiempo parcial;55 y más años;9;2010;3.012,18
Jornada a tiempo parcial;55 y más años;9;2009;2.930,48
Jornada a tiempo parcial;55 y más años;9;2008;2.755,86
Jornada a tiempo parcial;55 y más años;9;2007;2.537,33
Jornada a tiempo parcial;55 y más años;9;2006;2.543,55
Jornada a tiempo parcial;55 y más años;10;2023;..
Jornada a tiempo parcial;55 y más años;10;2022;4.104,9
Jornada a tiempo parcial;55 y más años;10;2021;..
Jornada a tiempo parcial;55 y más años;10;2020;..
Jornada a tiempo parcial;55 y más años;10;2019;..
Jornada a tiempo parcial;55 y más años;10;2018;..
Jornada a tiempo parcial;55 y más años;10;2017;..
Jornada a tiempo parcial;55 y más años;10;2016;..
Jornada a tiempo parcial;55 y más años;10;2015;..
Jornada a tiempo parcial;55 y más años;10;2014;..
Jornada a tiempo parcial;55 y más años;10;2013;..
Jornada a tiempo parcial;55 y más años;10;2012;..
Jornada a tiempo parcial;55 y más años;10;2011;..
Jornada a tiempo parcial;55 y más años;10;2010;..
Jornada a tiempo parcial;55 y más años;10;2009;..
Jornada a tiempo parcial;55 y más años;10;2008;..
Jornada a tiempo parcial;55 y más años;10;2007;..
Jornada a tiempo parcial;55 y más años;10;2006;..
